,digit_BALANCE,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,TENURE
3999,3,1,1,1,1,1,1,1,2,2,1,1,1,8,3,1,1,1,1,12
4000,2,1,1,1,1,5,5,2,1,2,1,1,1,8,2,2,1,1,1,12
4001,3,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4002,1,1,1,1,1,8,8,4,1,3,1,1,1,8,1,3,1,1,1,12
4003,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
4004,1,1,1,1,1,8,3,7,1,2,1,1,4,8,1,3,1,1,1,12
4005,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4006,2,1,1,1,1,8,3,8,1,4,1,1,1,8,2,3,1,1,1,12
4007,1,1,1,1,1,8,8,1,1,3,1,1,3,8,1,2,1,1,1,12
4008,3,1,1,1,1,5,2,3,1,3,1,1,1,8,3,2,1,1,1,12
4009,1,1,1,1,1,5,5,1,1,2,1,1,3,8,2,2,1,1,1,12
4010,1,1,1,1,1,8,8,6,1,2,1,1,3,8,1,3,1,1,1,12
4011,1,1,1,1,1,8,1,8,1,1,1,1,1,5,2,2,1,1,1,12
4012,3,1,1,1,1,8,7,8,1,2,1,1,1,8,1,5,1,1,1,12
4013,2,1,1,1,1,8,5,7,1,2,1,1,1,8,1,4,1,1,1,12
4014,2,1,1,1,1,8,1,8,1,4,1,1,1,8,1,4,1,1,1,12
4015,2,1,1,1,1,4,1,3,1,3,1,1,1,8,1,2,1,1,1,12
4016,4,1,1,1,1,1,1,1,1,5,1,1,1,8,2,1,1,1,1,12
4017,2,1,1,1,2,3,3,1,2,2,1,1,1,8,4,1,1,1,1,12
4018,2,1,1,1,2,2,2,1,2,2,2,1,2,8,4,1,1,1,1,12
4019,1,1,1,1,1,8,8,7,1,2,1,1,8,8,1,4,1,1,1,12
4020,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,12
4022,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4023,1,1,1,1,1,6,1,6,1,1,1,1,8,8,1,2,1,1,1,12
4024,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4025,1,1,1,1,1,8,8,5,1,2,1,1,7,8,1,2,1,1,1,12
4026,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,1,1,12
4027,1,1,1,1,1,5,1,5,1,4,1,1,1,8,1,2,1,1,1,12
4028,1,1,1,1,2,1,1,1,1,4,2,1,2,8,2,1,1,1,2,12
4029,1,1,1,1,1,3,3,1,1,5,1,1,4,7,1,1,1,1,1,12
4030,3,2,1,3,1,7,5,6,1,3,3,1,1,8,2,5,1,2,3,12
4031,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,2,1,1,1,12
4032,1,1,1,1,1,8,2,8,1,2,1,1,7,8,1,2,1,1,1,12
4033,2,1,1,1,1,8,8,8,1,3,1,1,1,8,1,3,1,1,1,12
4034,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
4035,1,1,1,1,1,5,1,5,1,1,1,1,5,7,1,2,1,1,1,12
4036,1,1,1,1,1,7,5,5,1,2,1,1,1,8,1,3,1,1,1,12
4037,1,1,1,1,1,8,3,8,1,1,1,1,1,8,2,2,1,1,1,12
4038,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
4039,1,1,1,1,1,6,1,5,1,1,1,1,7,8,1,2,1,1,1,9
4040,2,1,1,1,2,1,1,1,2,1,1,1,1,8,4,1,1,1,1,12
4041,2,1,1,1,1,7,2,6,1,2,1,1,1,8,3,2,1,1,1,6
4042,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4043,1,1,1,1,1,1,1,1,1,3,1,1,2,8,3,1,1,1,1,12
4044,1,1,1,1,1,3,3,1,1,1,1,1,8,6,1,2,1,1,1,12
4045,2,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4046,2,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4047,1,1,1,1,1,2,2,1,1,5,1,1,1,6,1,1,1,1,1,12
4048,1,1,1,1,1,4,4,1,1,1,1,1,1,8,1,2,1,1,1,12
4049,2,1,1,1,1,3,3,1,1,2,1,1,1,8,1,1,1,1,1,12
4050,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,2,1,1,1,12
4051,1,1,1,1,1,8,8,8,1,3,1,1,7,8,1,3,1,1,1,12
4052,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4053,1,1,1,1,1,5,5,3,1,2,1,1,8,7,1,2,1,1,1,12
4054,1,1,1,1,1,2,1,2,1,2,1,1,1,5,1,1,1,1,1,12
4055,2,1,1,1,1,5,1,5,1,1,1,1,1,8,1,2,1,1,1,12
4056,1,1,1,1,1,6,6,1,1,1,1,1,5,8,4,2,1,1,1,7
4057,1,1,1,1,1,1,1,1,1,3,1,1,8,5,2,1,1,1,1,12
4058,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,12
4059,1,1,1,1,1,5,5,2,1,1,1,1,1,8,1,2,1,1,1,12
4060,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4061,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4062,3,1,1,1,1,1,1,1,1,5,1,1,1,8,2,1,1,1,2,12
4063,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4064,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,2,12
4065,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4066,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4067,1,1,1,1,1,5,5,1,1,1,1,1,1,8,1,2,1,1,1,12
4068,1,1,1,1,1,4,1,4,1,1,1,1,1,5,1,2,1,1,1,12
4069,4,1,1,1,1,1,1,1,1,4,1,1,1,8,3,1,1,1,1,12
4070,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,12
4071,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4072,1,1,1,1,1,8,3,7,1,1,1,1,1,8,1,2,1,1,1,12
4073,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,12
4074,3,1,1,1,1,7,1,7,1,2,1,1,1,8,3,2,1,1,1,12
4075,1,1,1,1,1,7,2,7,1,2,1,1,1,8,1,2,1,1,1,12
4076,1,1,1,1,1,7,3,5,1,2,1,1,1,8,1,2,1,1,1,12
4077,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4078,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4079,1,1,1,1,1,1,1,1,3,1,1,1,2,8,4,1,1,1,1,8
4080,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4081,1,1,1,1,1,8,4,8,1,2,1,1,8,8,1,3,1,1,1,12
4082,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,12
4083,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4084,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4085,1,1,1,1,1,6,3,5,1,1,1,1,1,8,1,3,1,1,1,12
4086,3,2,1,3,1,8,1,8,1,2,2,2,1,8,1,4,1,1,1,12
4087,1,1,1,1,1,5,2,4,1,1,1,1,1,8,1,2,1,1,1,12
4088,1,1,1,1,1,5,5,1,1,1,1,1,6,8,2,2,1,1,1,12
4089,6,1,1,1,1,4,1,3,1,5,1,1,1,8,4,2,1,1,1,12
4090,1,1,1,1,1,6,3,4,1,1,1,1,1,8,1,2,1,1,1,12
4091,3,1,1,1,3,1,1,1,3,3,2,1,1,8,4,1,1,1,1,12
4092,1,1,1,1,1,8,8,3,1,3,1,1,1,8,1,3,1,1,1,12
4093,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,11
4094,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4095,2,1,1,1,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,12
4096,1,1,1,1,1,8,8,1,1,1,1,1,3,8,1,2,1,1,1,12
4097,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4098,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4099,1,1,1,1,1,8,4,5,1,1,1,1,1,8,1,2,1,1,1,7
4100,2,1,1,1,1,1,1,1,1,2,2,1,1,8,3,1,1,1,1,12
4101,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,10
4102,5,2,1,3,1,7,3,6,1,4,1,1,1,8,1,3,1,2,1,12
4103,4,1,1,1,1,1,1,1,1,4,1,1,1,8,4,1,1,1,1,12
4104,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,1,1,1,12
4105,1,1,1,2,1,8,1,8,1,1,1,1,1,8,1,4,1,1,1,12
4106,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4107,1,1,1,1,1,8,1,8,1,1,1,1,1,7,2,2,1,1,1,12
4108,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,1,1,1,12
4109,1,1,1,1,1,8,8,2,1,2,1,1,7,8,1,3,1,1,1,12
4110,1,1,1,1,1,5,5,2,1,1,1,1,1,8,1,2,1,1,1,12
4111,1,1,1,1,1,5,1,4,1,1,1,1,1,8,2,2,1,1,1,12
4112,3,1,1,2,1,8,8,8,1,3,1,1,1,8,3,6,1,1,1,12
4113,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4114,2,1,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,1,1,12
4115,1,1,1,1,1,3,3,2,1,1,1,1,1,8,1,2,1,1,1,12
4116,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,12
4117,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,12
4118,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,12
4119,2,1,1,1,1,8,3,7,1,2,1,1,1,8,1,4,1,1,1,12
4120,1,1,1,1,1,5,5,1,1,2,1,1,1,8,1,2,1,1,1,9
4121,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,12
4122,1,1,1,2,1,8,4,8,1,2,1,1,7,8,1,4,1,1,1,12
4123,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4124,1,1,1,1,1,8,8,1,1,2,1,1,7,8,1,2,1,1,1,12
4125,2,1,1,1,1,1,1,1,1,4,1,1,1,8,3,1,1,1,1,12
4126,1,1,1,1,1,7,3,5,1,2,1,1,5,8,1,3,1,1,1,12
4127,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4128,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,1,1,1,12
4129,1,1,1,1,1,3,3,1,1,1,2,1,2,7,3,1,1,1,1,12
4130,1,1,1,1,1,3,1,3,1,2,1,1,1,7,1,1,1,1,1,12
4131,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4132,2,1,1,1,1,5,1,4,2,2,1,1,1,8,3,2,1,1,1,12
4133,2,1,1,1,1,8,8,8,1,2,1,1,1,8,1,4,1,1,1,12
4134,1,1,1,1,1,3,2,2,1,1,1,1,1,5,1,1,1,1,1,6
4135,1,1,1,1,1,8,7,7,1,2,1,1,1,8,3,3,1,1,1,12
4136,1,1,1,1,1,6,1,4,1,1,1,1,5,8,1,2,1,1,1,12
4137,1,1,1,1,1,3,3,1,2,1,1,1,1,8,4,1,1,1,1,12
4138,2,1,1,1,1,8,1,8,1,2,1,1,1,8,2,5,1,1,1,12
4139,1,1,1,1,1,4,4,1,1,2,1,1,1,8,3,2,1,1,1,12
4140,8,1,1,1,1,8,5,8,1,6,1,1,1,8,1,4,1,1,1,12
4141,1,1,1,1,1,8,3,8,1,1,1,1,1,8,1,3,1,1,1,12
4142,1,1,1,1,1,6,6,1,1,1,1,1,1,8,1,2,1,1,1,12
4143,2,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4144,2,1,1,1,1,1,1,1,1,3,1,1,1,8,4,1,1,1,1,10
4145,2,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4146,1,1,1,1,1,6,3,6,1,4,1,1,1,8,1,3,1,1,1,12
4147,1,1,1,1,1,6,1,5,1,2,1,1,4,8,1,2,1,1,1,12
4148,2,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,11
4149,1,1,1,1,1,3,1,2,1,1,1,1,1,8,1,2,1,1,1,12
4150,2,1,1,1,1,7,3,7,1,2,2,1,1,7,2,3,1,1,1,12
4151,1,1,1,1,1,5,4,1,1,1,1,1,1,8,2,2,1,1,1,12
4152,1,1,1,1,1,5,1,4,1,1,1,1,1,8,1,2,1,1,1,12
4153,1,1,1,1,1,8,1,8,1,1,1,1,8,8,1,2,1,1,1,12
4154,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4155,2,1,1,1,1,8,3,8,1,2,1,1,1,8,3,4,1,1,1,12
4156,1,1,1,1,1,8,1,7,1,1,1,1,1,8,1,2,1,1,1,12
4157,1,1,1,1,1,4,4,1,1,1,1,1,5,6,1,2,1,1,1,12
4158,1,1,1,1,1,6,1,5,1,1,1,1,1,8,3,2,1,1,1,6
4159,1,1,1,1,1,1,1,1,1,2,1,1,3,6,2,1,1,1,1,12
4160,1,1,1,1,1,8,1,8,1,1,1,1,7,8,1,2,1,1,1,12
4161,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,4,1,1,1,12
4162,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,1,1,1,1,12
4163,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4164,1,1,1,1,1,8,2,8,1,2,1,1,1,8,1,2,1,1,1,12
4165,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,12
4166,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4167,1,1,1,1,1,8,7,8,1,3,1,1,7,8,3,4,1,1,1,12
4168,1,1,1,1,1,1,1,1,1,1,1,1,2,7,3,1,1,1,1,12
4169,1,1,1,1,1,8,8,1,1,3,1,1,1,8,2,2,1,1,1,12
4170,1,1,1,1,1,3,3,1,1,1,1,1,1,8,1,1,1,1,1,12
4171,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,11
4172,2,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,11
4173,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,12
4174,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,1,1,1,1,12
4175,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
4176,1,1,1,1,1,8,5,7,1,2,1,1,1,8,2,3,1,1,1,12
4177,1,1,1,1,1,3,1,2,1,1,1,1,1,5,1,1,1,1,1,12
4178,1,1,1,1,1,1,1,1,1,4,1,1,1,8,3,1,1,1,1,12
4179,1,1,1,1,1,8,6,5,1,1,1,1,1,8,3,2,1,1,1,9
4180,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,12
4181,1,1,1,1,1,5,5,1,1,2,1,1,2,8,3,2,1,1,1,10
4182,1,1,1,1,1,5,1,5,1,1,1,1,8,6,1,2,1,1,1,12
4183,1,1,1,1,1,4,4,1,1,2,1,1,2,8,2,2,1,1,1,12
4184,2,1,1,1,1,8,8,1,1,3,1,1,1,8,1,3,1,1,1,12
4185,1,1,1,1,1,7,1,7,1,2,1,1,4,8,1,2,1,1,1,12
4186,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4187,1,1,1,1,1,8,2,6,1,1,1,1,1,8,3,2,1,1,1,12
4188,1,1,1,1,1,7,1,6,1,1,1,1,7,8,1,2,1,1,1,7
4189,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,2,1,1,12
4190,1,1,1,1,1,8,1,8,1,2,1,1,1,8,1,2,1,1,1,12
4191,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,12
4192,1,1,1,1,1,3,1,2,1,2,1,1,1,8,1,1,1,1,1,12
4193,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4194,4,1,1,1,1,2,2,1,1,4,1,1,1,8,3,1,1,1,1,12
4195,1,1,1,1,1,1,1,1,2,2,1,1,1,8,4,1,1,1,1,12
4196,3,1,1,1,2,8,5,7,2,3,1,1,1,8,4,3,1,1,1,7
4197,1,1,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,1,1,12
4198,1,1,1,1,1,3,1,2,1,1,1,1,1,8,3,1,1,1,1,11
4199,1,1,1,1,1,2,2,1,1,1,1,1,1,7,3,1,1,1,1,7
4200,1,1,1,1,1,8,8,1,1,1,1,1,8,8,2,2,1,1,1,12
4201,1,1,1,1,1,3,1,3,1,1,1,1,1,6,1,1,1,1,1,12
4202,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,2,1,1,1,12
4203,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4204,1,1,1,1,1,8,7,8,1,2,1,1,1,8,3,4,1,1,1,12
4205,1,1,1,1,1,2,2,1,1,1,1,1,1,8,3,1,1,1,1,12
4206,1,2,2,2,1,8,8,8,1,2,2,1,6,8,1,5,1,1,1,12
4207,1,1,1,1,1,8,8,1,1,1,1,1,3,8,1,2,1,1,1,12
4208,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,3,1,1,1,12
4209,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4210,2,1,1,1,1,7,1,7,1,3,1,1,1,8,3,2,1,1,1,12
4211,1,1,1,1,1,7,6,7,1,2,1,1,1,8,1,2,1,1,1,12
4212,2,1,1,1,1,8,8,1,1,2,1,1,1,8,1,2,1,1,1,12
4213,1,1,1,1,1,8,8,8,1,2,1,1,1,8,2,3,1,1,1,12
4214,1,1,1,1,1,1,1,1,1,1,1,1,2,8,3,1,1,1,1,9
4215,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4216,1,1,1,1,1,8,4,7,1,2,1,1,5,8,1,3,1,1,1,12
4217,1,1,1,1,1,3,3,1,1,1,1,1,1,8,3,2,1,1,1,12
4218,1,1,1,1,1,4,4,1,1,1,1,1,1,8,3,2,1,1,1,12
4219,1,1,1,1,1,1,1,1,2,1,1,1,1,8,3,1,1,1,1,8
4220,1,3,4,1,1,2,2,1,1,5,8,1,1,5,1,1,8,1,1,12
4221,1,1,1,1,1,5,2,4,1,1,1,1,1,7,2,2,1,1,1,12
4222,1,1,1,1,1,5,1,5,1,2,1,1,5,6,1,2,1,1,1,12
4223,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4224,1,1,1,1,1,8,1,8,1,1,1,1,3,8,1,2,1,1,1,8
4225,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4226,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4227,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4228,1,1,1,1,1,3,3,1,1,1,1,1,1,8,4,1,1,1,1,12
4229,1,1,1,1,1,7,1,7,1,2,1,1,6,8,1,2,1,1,1,12
4230,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
4231,1,1,1,1,1,2,2,1,1,4,1,1,8,5,1,1,1,1,1,12
4232,4,1,1,1,1,8,3,8,1,5,1,1,1,8,2,3,1,1,1,12
4233,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,2,1,1,1,12
4234,1,1,1,1,1,2,1,2,1,2,1,1,1,8,1,1,1,1,1,12
4235,1,1,1,1,1,8,7,8,1,2,1,1,8,8,2,4,1,1,1,12
4236,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
4237,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,6
4238,1,1,1,1,1,3,3,1,1,1,1,1,1,8,2,1,1,1,1,12
4239,1,1,1,1,1,6,2,5,2,2,1,1,1,8,4,2,1,1,1,10
4240,1,1,1,1,1,7,7,5,1,1,1,1,7,8,1,3,1,1,1,12
4241,2,1,1,1,1,1,1,1,2,2,1,1,1,8,3,1,1,1,1,12
4242,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4243,1,1,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,1,1,12
4244,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4245,1,1,1,1,1,7,5,4,1,1,1,1,1,8,1,3,1,1,1,12
4246,1,1,1,1,1,3,3,1,1,2,1,1,8,6,1,2,1,1,1,12
4247,1,1,1,1,1,7,2,5,1,4,1,1,5,7,1,2,1,1,1,10
4248,1,1,1,1,1,7,4,3,1,2,1,1,1,8,2,2,1,1,1,12
4249,4,1,1,1,1,1,1,1,2,4,1,1,1,8,3,1,1,1,1,12
4250,1,1,1,1,1,6,1,6,1,1,1,1,1,8,1,2,1,1,1,12
4251,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,12
4252,6,1,1,1,1,1,1,1,1,4,1,1,1,8,2,1,1,1,1,12
4253,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4254,1,1,1,1,1,5,5,1,1,1,1,1,8,6,1,2,1,1,1,12
4255,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,12
4256,2,1,1,1,1,5,5,1,1,3,1,1,1,8,4,2,1,1,1,12
4257,1,1,1,1,1,5,4,4,1,2,1,1,1,8,1,3,1,1,1,12
4258,1,1,1,1,1,5,1,5,1,2,1,1,4,7,1,2,1,1,1,12
4259,1,1,1,1,1,7,1,6,1,1,1,1,6,8,1,2,1,1,1,12
4260,1,2,2,1,1,5,5,1,1,3,2,1,8,8,2,2,1,1,1,12
4261,1,1,1,1,1,3,1,3,1,2,1,1,2,6,1,1,1,1,1,12
4262,1,1,1,1,1,3,1,3,1,2,1,1,1,8,1,1,1,1,1,12
4263,2,1,1,1,2,1,1,1,1,2,1,1,1,8,3,1,1,1,1,10
4264,2,1,1,1,1,8,1,8,1,3,2,1,2,8,2,3,2,1,1,12
4265,1,1,1,1,1,3,1,3,1,1,1,1,1,8,1,2,1,1,1,12
4266,1,1,1,1,1,8,8,8,1,2,1,1,2,8,2,3,1,1,1,12
4267,1,1,1,1,1,6,1,5,1,2,1,1,7,7,1,2,1,1,1,12
4268,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,12
4269,1,1,1,1,1,8,5,7,1,1,1,1,2,8,1,2,1,1,1,12
4270,1,1,1,1,1,2,2,1,1,1,1,1,1,8,1,1,1,1,1,12
4271,1,1,1,1,1,8,8,1,1,2,1,1,8,8,1,2,1,1,1,12
4272,3,1,1,1,1,8,8,1,1,3,1,1,1,8,1,2,1,1,1,12
4273,1,1,1,1,1,3,3,1,1,2,2,1,1,8,3,2,1,1,1,12
4274,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,12
4275,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,1,1,12
4276,1,1,1,2,1,8,1,8,1,1,1,1,1,8,1,4,2,1,1,12
4277,1,1,1,1,1,8,1,8,1,2,1,1,4,8,1,2,1,1,1,12
4278,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,1,1,1,12
4279,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4280,1,1,1,1,1,8,1,8,1,2,1,1,8,8,1,2,1,1,1,12
4281,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12
4282,1,4,3,3,1,8,8,8,1,3,3,1,8,8,1,5,1,1,1,12
4283,1,1,1,1,1,8,1,8,1,1,1,2,1,8,2,2,1,1,1,12
4284,2,1,1,1,1,8,8,7,1,2,1,1,1,8,2,4,1,1,1,12
4285,1,1,1,1,1,8,7,8,1,2,1,1,2,8,1,3,1,1,1,12
4286,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,12
4287,2,1,1,1,1,7,7,2,1,3,2,1,1,8,1,2,1,1,1,12
4288,1,1,1,1,1,8,2,8,1,2,1,1,1,8,1,3,1,1,1,12
4289,1,1,1,1,1,8,1,8,1,1,1,1,2,8,3,2,1,1,1,12
4290,1,1,1,1,1,5,5,1,1,1,1,1,1,8,1,2,1,1,1,12
4291,1,1,1,1,1,8,3,8,1,2,1,1,1,8,1,5,1,1,1,12
4292,1,1,1,1,1,4,1,3,1,1,1,1,1,8,1,2,1,1,1,12
4293,1,1,1,1,1,3,1,3,1,1,1,1,1,8,2,1,1,1,1,12
4294,1,1,1,1,1,2,1,1,1,2,1,1,1,8,1,1,1,1,1,12
4295,3,1,1,1,1,1,1,1,1,2,1,1,1,8,3,1,1,1,1,12
4296,3,2,2,1,1,7,7,1,1,4,1,1,1,8,1,2,1,1,1,12
4297,1,1,1,1,1,8,6,8,1,2,1,1,3,8,2,3,1,1,1,12
4298,3,1,1,1,1,1,1,1,1,3,1,1,1,8,1,1,1,1,1,11
4299,3,2,1,2,1,8,6,8,1,3,1,1,1,8,2,5,1,1,1,12
4300,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,2,1,1,1,12
4301,1,1,1,1,2,3,3,1,1,2,2,1,3,8,3,1,1,1,1,12
4302,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4303,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,12
4304,1,1,1,1,1,6,2,5,1,1,1,1,1,8,3,2,1,1,1,12
4305,1,1,1,1,1,1,1,1,1,1,1,1,2,6,3,1,1,1,1,8
4306,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,10
4307,3,1,1,1,1,3,1,3,1,2,1,1,1,8,1,2,1,1,1,12
4308,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12
4309,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,12
4310,1,1,1,1,1,4,4,1,1,3,1,1,3,7,1,2,1,1,1,12
4311,1,1,1,1,1,3,1,1,1,1,1,1,2,7,1,1,1,1,1,12
4312,4,1,1,1,1,1,1,1,1,3,1,1,1,8,3,1,1,1,1,12
4313,2,1,1,1,1,4,3,2,1,3,1,1,1,8,2,2,1,1,1,9
4314,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,1,1,1,12
4315,1,1,1,1,1,5,5,1,1,2,1,1,3,8,1,2,1,1,1,12
